,Attrition_Flag
4227,Attrited Customer
4228,Existing Customer
4229,Existing Customer
4230,Existing Customer
4231,Existing Customer
4232,Attrited Customer
4233,Existing Customer
4234,Existing Customer
4235,Attrited Customer
4236,Existing Customer
4237,Existing Customer
4238,Existing Customer
4239,Existing Customer
4240,Attrited Customer
4241,Attrited Customer
4242,Existing Customer
4243,Existing Customer
4244,Existing Customer
4245,Attrited Customer
4246,Existing Customer
4247,Existing Customer
4248,Attrited Customer
4249,Attrited Customer
4250,Existing Customer
4251,Existing Customer
4252,Existing Customer
4253,Attrited Customer
4254,Existing Customer
4255,Existing Customer
4256,Existing Customer
4257,Existing Customer
4258,Existing Customer
4259,Existing Customer
4260,Existing Customer
4261,Attrited Customer
4262,Existing Customer
4263,Existing Customer
4264,Existing Customer
4265,Existing Customer
4266,Existing Customer
4267,Attrited Customer
4268,Existing Customer
4269,Existing Customer
4270,Existing Customer
4271,Existing Customer
4272,Attrited Customer
4273,Existing Customer
4274,Existing Customer
4275,Existing Customer
4276,Attrited Customer
4277,Existing Customer
4278,Existing Customer
4279,Existing Customer
4280,Existing Customer
4281,Existing Customer
4282,Attrited Customer
4283,Existing Customer
4284,Existing Customer
4285,Existing Customer
4286,Existing Customer
4287,Existing Customer
4288,Attrited Customer
4289,Existing Customer
4290,Existing Customer
4291,Existing Customer
4292,Existing Customer
4293,Existing Customer
4294,Existing Customer
4295,Existing Customer
4296,Existing Customer
4297,Existing Customer
4298,Existing Customer
4299,Existing Customer
4300,Existing Customer
4301,Attrited Customer
4302,Existing Customer
4303,Existing Customer
4304,Existing Customer
4305,Existing Customer
4306,Existing Customer
4307,Existing Customer
4308,Existing Customer
4309,Attrited Customer
4310,Existing Customer
4311,Existing Customer
4312,Existing Customer
4313,Existing Customer
4314,Existing Customer
4315,Existing Customer
4316,Existing Customer
4317,Existing Customer
4318,Existing Customer
4319,Existing Customer
4320,Attrited Customer
4321,Existing Customer
4322,Existing Customer
4323,Existing Customer
4324,Existing Customer
4325,Attrited Customer
4326,Existing Customer
4327,Existing Customer
4328,Existing Customer
4329,Existing Customer
4330,Existing Customer
4331,Existing Customer
4332,Attrited Customer
4333,Attrited Customer
4334,Existing Customer
4335,Existing Customer
4336,Attrited Customer
4337,Existing Customer
4338,Existing Customer
4339,Attrited Customer
4340,Existing Customer
4341,Existing Customer
4342,Existing Customer
4343,Existing Customer
4344,Existing Customer
4345,Existing Customer
4346,Attrited Customer
4347,Attrited Customer
4348,Existing Customer
4349,Existing Customer
4350,Existing Customer
4351,Existing Customer
4352,Existing Customer
4353,Existing Customer
4354,Existing Customer
4355,Attrited Customer
4356,Existing Customer
4357,Attrited Customer
4358,Existing Customer
4359,Existing Customer
4360,Attrited Customer
4361,Attrited Customer
4362,Existing Customer
4363,Existing Customer
4364,Existing Customer
4365,Existing Customer
4366,Existing Customer
4367,Existing Customer
4368,Existing Customer
4369,Existing Customer
4370,Existing Customer
4371,Existing Customer
4372,Existing Customer
4373,Existing Customer
4374,Existing Customer
4375,Attrited Customer
4376,Attrited Customer
4377,Existing Customer
4378,Existing Customer
4379,Existing Customer
4380,Existing Customer
4381,Existing Customer
4382,Attrited Customer
4383,Existing Customer
4384,Existing Customer
4385,Attrited Customer
4386,Existing Customer
4387,Existing Customer
4388,Existing Customer
4389,Attrited Customer
4390,Attrited Customer
4391,Attrited Customer
4392,Existing Customer
4393,Existing Customer
4394,Existing Customer
4395,Existing Customer
4396,Existing Customer
4397,Existing Customer
4398,Existing Customer
4399,Existing Customer
4400,Attrited Customer
4401,Attrited Customer
4402,Existing Customer
4403,Existing Customer
4404,Existing Customer
4405,Attrited Customer
4406,Existing Customer
4407,Existing Customer
4408,Existing Customer
4409,Attrited Customer
4410,Existing Customer
4411,Existing Customer
4412,Existing Customer
4413,Existing Customer
4414,Existing Customer
4415,Existing Customer
4416,Existing Customer
4417,Attrited Customer
4418,Existing Customer
4419,Attrited Customer
4420,Existing Customer
4421,Existing Customer
4422,Existing Customer
4423,Existing Customer
4424,Existing Customer
4425,Existing Customer
4426,Existing Customer
4427,Existing Customer
4428,Existing Customer
4429,Existing Customer
4430,Attrited Customer
4431,Existing Customer
4432,Existing Customer
4433,Existing Customer
4434,Existing Customer
4435,Attrited Customer
4436,Existing Customer
4437,Existing Customer
4438,Existing Customer
4439,Existing Customer
4440,Existing Customer
4441,Existing Customer
4442,Existing Customer
4443,Existing Customer
4444,Existing Customer
4445,Existing Customer
4446,Existing Customer
4447,Existing Customer
4448,Existing Customer
4449,Existing Customer
4450,Existing Customer
4451,Existing Customer
4452,Existing Customer
4453,Attrited Customer
4454,Existing Customer
4455,Existing Customer
4456,Existing Customer
4457,Existing Customer
4458,Existing Customer
4459,Existing Customer
4460,Existing Customer
4461,Existing Customer
4462,Existing Customer
4463,Existing Customer
4464,Existing Customer
4465,Existing Customer
4466,Existing Customer
4467,Existing Customer
4468,Existing Customer
4469,Existing Customer
4470,Attrited Customer
4471,Existing Customer
4472,Existing Customer
4473,Existing Customer
4474,Existing Customer
4475,Existing Customer
4476,Attrited Customer
4477,Existing Customer
4478,Existing Customer
4479,Existing Customer
4480,Existing Customer
4481,Existing Customer
4482,Attrited Customer
4483,Attrited Customer
4484,Existing Customer
4485,Existing Customer
4486,Existing Customer
4487,Existing Customer
4488,Attrited Customer
4489,Existing Customer
4490,Existing Customer
4491,Attrited Customer
4492,Existing Customer
4493,Existing Customer
4494,Existing Customer
4495,Existing Customer
4496,Existing Customer
4497,Existing Customer
4498,Existing Customer
4499,Existing Customer
4500,Existing Customer
4501,Existing Customer
4502,Existing Customer
4503,Existing Customer
4504,Attrited Customer
4505,Existing Customer
4506,Existing Customer
4507,Existing Customer
4508,Existing Customer
4509,Existing Customer
4510,Existing Customer
4511,Attrited Customer
4512,Attrited Customer
4513,Existing Customer
4514,Existing Customer
4515,Attrited Customer
4516,Existing Customer
4517,Attrited Customer
4518,Existing Customer
4519,Existing Customer
4520,Existing Customer
4521,Existing Customer
4522,Existing Customer
4523,Existing Customer
4524,Existing Customer
4525,Existing Customer
4526,Existing Customer
4527,Existing Customer
4528,Existing Customer
4529,Existing Customer
4530,Existing Customer
4531,Existing Customer
4532,Existing Customer
4533,Existing Customer
4534,Existing Customer
4535,Existing Customer
4536,Existing Customer
4537,Existing Customer
4538,Existing Customer
4539,Existing Customer
4540,Existing Customer
4541,Attrited Customer
4542,Existing Customer
4543,Existing Customer
4544,Existing Customer
4545,Existing Customer
4546,Existing Customer
4547,Existing Customer
4548,Existing Customer
4549,Existing Customer
4550,Existing Customer
4551,Existing Customer
4552,Existing Customer
4553,Existing Customer
4554,Existing Customer
4555,Existing Customer
4556,Existing Customer
4557,Attrited Customer
4558,Existing Customer
4559,Existing Customer
4560,Existing Customer
4561,Existing Customer
4562,Existing Customer
4563,Existing Customer
4564,Existing Customer
4565,Existing Customer
4566,Existing Customer
4567,Existing Customer
4568,Existing Customer
4569,Existing Customer
4570,Existing Customer
4571,Existing Customer
4572,Attrited Customer
4573,Existing Customer
4574,Existing Customer
4575,Existing Customer
4576,Existing Customer
4577,Existing Customer
4578,Existing Customer
4579,Existing Customer
4580,Existing Customer
4581,Existing Customer
4582,Existing Customer
4583,Existing Customer
4584,Existing Customer
4585,Existing Customer
4586,Attrited Customer
4587,Existing Customer
4588,Existing Customer
4589,Existing Customer
4590,Existing Customer
4591,Existing Customer
4592,Existing Customer
4593,Existing Customer
4594,Existing Customer
4595,Existing Customer
4596,Attrited Customer
4597,Existing Customer
4598,Existing Customer
4599,Existing Customer
4600,Attrited Customer
4601,Existing Customer
4602,Existing Customer
4603,Existing Customer
4604,Existing Customer
4605,Existing Customer
4606,Existing Customer
4607,Attrited Customer
4608,Existing Customer
4609,Existing Customer
4610,Attrited Customer
4611,Existing Customer
4612,Existing Customer
4613,Existing Customer
4614,Existing Customer
4615,Attrited Customer
4616,Existing Customer
4617,Existing Customer
4618,Existing Customer
4619,Existing Customer
4620,Existing Customer
4621,Existing Customer
4622,Existing Customer
4623,Existing Customer
4624,Existing Customer
4625,Existing Customer
4626,Attrited Customer
4627,Existing Customer
4628,Existing Customer
4629,Attrited Customer
4630,Existing Customer
4631,Existing Customer
4632,Existing Customer
4633,Existing Customer
4634,Existing Customer
4635,Existing Customer
4636,Existing Customer
4637,Attrited Customer
4638,Existing Customer
4639,Existing Customer
4640,Existing Customer
4641,Existing Customer
4642,Attrited Customer
4643,Existing Customer
4644,Existing Customer
4645,Attrited Customer
4646,Existing Customer
4647,Existing Customer
4648,Existing Customer
4649,Existing Customer
4650,Existing Customer
4651,Existing Customer
4652,Attrited Customer
4653,Attrited Customer
4654,Existing Customer
4655,Existing Customer
4656,Existing Customer
4657,Existing Customer
4658,Existing Customer
4659,Existing Customer
4660,Existing Customer
4661,Attrited Customer
4662,Existing Customer
4663,Existing Customer
4664,Existing Customer
4665,Existing Customer
4666,Existing Customer
4667,Existing Customer
4668,Existing Customer
4669,Existing Customer
4670,Attrited Customer
4671,Existing Customer
4672,Attrited Customer
4673,Existing Customer
4674,Existing Customer
4675,Existing Customer
4676,Existing Customer
4677,Existing Customer
4678,Existing Customer
4679,Existing Customer
4680,Existing Customer
4681,Existing Customer
4682,Existing Customer
4683,Existing Customer
4684,Existing Customer
4685,Existing Customer
4686,Existing Customer
4687,Existing Customer
4688,Existing Customer
4689,Existing Customer
4690,Existing Customer
4691,Existing Customer
4692,Existing Customer
4693,Existing Customer
4694,Existing Customer
4695,Existing Customer
4696,Existing Customer
4697,Existing Customer
4698,Existing Customer
4699,Attrited Customer
4700,Existing Customer
4701,Existing Customer
4702,Existing Customer
4703,Existing Customer
4704,Existing Customer
4705,Existing Customer
4706,Existing Customer
4707,Existing Customer
4708,Existing Customer
4709,Existing Customer
4710,Existing Customer
4711,Existing Customer
4712,Attrited Customer
4713,Existing Customer
4714,Existing Customer
4715,Existing Customer
4716,Existing Customer
4717,Existing Customer
4718,Existing Customer
4719,Existing Customer
4720,Existing Customer
4721,Attrited Customer
4722,Existing Customer
4723,Existing Customer
4724,Existing Customer
4725,Existing Customer
4726,Existing Customer
4727,Existing Customer
4728,Attrited Customer
4729,Existing Customer
4730,Existing Customer
4731,Existing Customer
4732,Existing Customer
4733,Attrited Customer
4734,Existing Customer
4735,Existing Customer
4736,Attrited Customer
4737,Existing Customer
4738,Existing Customer
4739,Existing Customer
4740,Existing Customer
4741,Existing Customer
4742,Existing Customer
4743,Existing Customer
4744,Existing Customer
4745,Existing Customer
4746,Existing Customer
4747,Existing Customer
4748,Existing Customer
4749,Existing Customer
4750,Existing Customer
4751,Existing Customer
4752,Existing Customer
4753,Existing Customer
4754,Existing Customer
4755,Existing Customer
4756,Existing Customer
4757,Existing Customer
4758,Existing Customer
4759,Attrited Customer
4760,Existing Customer
4761,Attrited Customer
4762,Existing Customer
4763,Existing Customer
4764,Attrited Customer
4765,Attrited Customer
4766,Attrited Customer
4767,Existing Customer
4768,Existing Customer
4769,Existing Customer
4770,Attrited Customer
4771,Existing Customer
4772,Existing Customer
4773,Existing Customer
4774,Existing Customer
4775,Attrited Customer
4776,Existing Customer
4777,Existing Customer
4778,Existing Customer
4779,Existing Customer
4780,Existing Customer
4781,Attrited Customer
4782,Existing Customer
4783,Existing Customer
4784,Attrited Customer
4785,Existing Customer
4786,Existing Customer
4787,Existing Customer
4788,Attrited Customer
4789,Existing Customer
4790,Existing Customer
4791,Existing Customer
4792,Existing Customer
4793,Existing Customer
4794,Existing Customer
4795,Existing Customer
4796,Existing Customer
4797,Attrited Customer
4798,Existing Customer
4799,Existing Customer
4800,Existing Customer
4801,Existing Customer
4802,Attrited Customer
4803,Attrited Customer
4804,Existing Customer
4805,Existing Customer
4806,Existing Customer
4807,Existing Customer
4808,Existing Customer
4809,Attrited Customer
4810,Attrited Customer
4811,Existing Customer
4812,Existing Customer
4813,Attrited Customer
4814,Attrited Customer
4815,Existing Customer
4816,Attrited Customer
4817,Existing Customer
4818,Existing Customer
4819,Existing Customer
4820,Existing Customer
4821,Existing Customer
4822,Existing Customer
4823,Existing Customer
4824,Existing Customer
4825,Existing Customer
4826,Attrited Customer
4827,Existing Customer
4828,Existing Customer
4829,Existing Customer
4830,Existing Customer
4831,Attrited Customer
4832,Existing Customer
4833,Existing Customer
4834,Existing Customer
4835,Existing Customer
4836,Existing Customer
4837,Attrited Customer
4838,Existing Customer
4839,Existing Customer
4840,Existing Customer
4841,Existing Customer
4842,Existing Customer
4843,Existing Customer
4844,Existing Customer
4845,Existing Customer
4846,Existing Customer
4847,Existing Customer
4848,Existing Customer
4849,Existing Customer
4850,Existing Customer
4851,Existing Customer
4852,Existing Customer
4853,Existing Customer
4854,Existing Customer
4855,Existing Customer
4856,Existing Customer
4857,Existing Customer
4858,Existing Customer
4859,Existing Customer
4860,Existing Customer
4861,Existing Customer
4862,Existing Customer
4863,Existing Customer
4864,Existing Customer
4865,Existing Customer
4866,Existing Customer
4867,Existing Customer
4868,Attrited Customer
4869,Existing Customer
4870,Existing Customer
4871,Existing Customer
4872,Existing Customer
4873,Existing Customer
4874,Existing Customer
4875,Existing Customer
4876,Existing Customer
4877,Attrited Customer
4878,Existing Customer
4879,Existing Customer
4880,Existing Customer
4881,Existing Customer
4882,Existing Customer
4883,Existing Customer
4884,Existing Customer
4885,Existing Customer
4886,Existing Customer
4887,Existing Customer
4888,Existing Customer
4889,Existing Customer
4890,Existing Customer
4891,Attrited Customer
4892,Attrited Customer
4893,Existing Customer
4894,Existing Customer
4895,Existing Customer
4896,Existing Customer
4897,Existing Customer
4898,Existing Customer
4899,Attrited Customer
4900,Existing Customer
4901,Existing Customer
4902,Existing Customer
4903,Existing Customer
4904,Existing Customer
4905,Existing Customer
4906,Existing Customer
4907,Attrited Customer
4908,Existing Customer
4909,Existing Customer
4910,Existing Customer
4911,Existing Customer
4912,Existing Customer
4913,Attrited Customer
4914,Attrited Customer
4915,Attrited Customer
4916,Attrited Customer
4917,Existing Customer
4918,Existing Customer
4919,Existing Customer
4920,Attrited Customer
4921,Existing Customer
4922,Existing Customer
4923,Existing Customer
4924,Existing Customer
4925,Attrited Customer
4926,Attrited Customer
4927,Existing Customer
4928,Attrited Customer
4929,Existing Customer
4930,Existing Customer
4931,Existing Customer
4932,Existing Customer
4933,Existing Customer
4934,Existing Customer
4935,Attrited Customer
4936,Existing Customer
4937,Existing Customer
4938,Existing Customer
4939,Existing Customer
4940,Existing Customer
4941,Attrited Customer
4942,Existing Customer
4943,Existing Customer
4944,Existing Customer
4945,Existing Customer
4946,Existing Customer
4947,Attrited Customer
4948,Existing Customer
4949,Existing Customer
4950,Existing Customer
4951,Existing Customer
4952,Existing Customer
4953,Existing Customer
4954,Existing Customer
4955,Existing Customer
4956,Existing Customer
4957,Existing Customer
4958,Existing Customer
4959,Existing Customer
4960,Attrited Customer
4961,Existing Customer
4962,Existing Customer
4963,Existing Customer
4964,Attrited Customer
4965,Existing Customer
4966,Existing Customer
4967,Existing Customer
4968,Existing Customer
4969,Existing Customer
4970,Existing Customer
4971,Attrited Customer
4972,Existing Customer
4973,Existing Customer
4974,Existing Customer
4975,Existing Customer
4976,Existing Customer
4977,Existing Customer
4978,Existing Customer
4979,Existing Customer
4980,Attrited Customer
4981,Existing Customer
4982,Existing Customer
4983,Existing Customer
4984,Attrited Customer
4985,Existing Customer
4986,Attrited Customer
4987,Existing Customer
4988,Existing Customer
4989,Existing Customer
4990,Existing Customer
4991,Existing Customer
4992,Attrited Customer
4993,Attrited Customer
4994,Existing Customer
4995,Existing Customer
4996,Attrited Customer
4997,Attrited Customer
4998,Existing Customer
4999,Existing Customer
5000,Attrited Customer
5001,Attrited Customer
5002,Existing Customer
5003,Existing Customer
5004,Existing Customer
5005,Existing Customer
5006,Existing Customer
5007,Existing Customer
5008,Existing Customer
5009,Attrited Customer
5010,Attrited Customer
5011,Existing Customer
5012,Existing Customer
5013,Existing Customer
5014,Attrited Customer
5015,Existing Customer
5016,Attrited Customer
5017,Existing Customer
5018,Existing Customer
5019,Attrited Customer
5020,Attrited Customer
5021,Existing Customer
5022,Existing Customer
5023,Existing Customer
5024,Existing Customer
5025,Existing Customer
5026,Existing Customer
5027,Existing Customer
5028,Existing Customer
5029,Existing Customer
5030,Existing Customer
5031,Existing Customer
5032,Attrited Customer
5033,Existing Customer
5034,Existing Customer
5035,Attrited Customer
5036,Existing Customer
5037,Existing Customer
5038,Existing Customer
5039,Existing Customer
5040,Existing Customer
5041,Attrited Customer
5042,Existing Customer
5043,Existing Customer
5044,Existing Customer
5045,Existing Customer
5046,Existing Customer
5047,Existing Customer
5048,Existing Customer
5049,Existing Customer
5050,Existing Customer
5051,Existing Customer
5052,Existing Customer
5053,Existing Customer
5054,Existing Customer
5055,Existing Customer
5056,Existing Customer
5057,Existing Customer
5058,Attrited Customer
5059,Existing Customer
5060,Existing Customer
5061,Existing Customer
5062,Existing Customer
5063,Existing Customer
5064,Existing Customer
5065,Existing Customer
5066,Existing Customer
5067,Existing Customer
5068,Attrited Customer
5069,Existing Customer
5070,Attrited Customer
5071,Existing Customer
5072,Existing Customer
5073,Attrited Customer
5074,Existing Customer
5075,Existing Customer
5076,Existing Customer
5077,Existing Customer
5078,Existing Customer
5079,Existing Customer
5080,Existing Customer
5081,Existing Customer
5082,Existing Customer
5083,Existing Customer
5084,Attrited Customer
5085,Existing Customer
5086,Attrited Customer
5087,Existing Customer
5088,Existing Customer
5089,Existing Customer
5090,Existing Customer
5091,Existing Customer
5092,Existing Customer
5093,Existing Customer
5094,Existing Customer
5095,Existing Customer
5096,Existing Customer
5097,Existing Customer
5098,Existing Customer
5099,Existing Customer
5100,Existing Customer
5101,Existing Customer
5102,Existing Customer
5103,Existing Customer
5104,Existing Customer
5105,Existing Customer
5106,Existing Customer
5107,Existing Customer
5108,Existing Customer
5109,Attrited Customer
5110,Existing Customer
5111,Existing Customer
5112,Existing Customer
5113,Attrited Customer
5114,Existing Customer
5115,Existing Customer
5116,Existing Customer
5117,Existing Customer
5118,Existing Customer
5119,Existing Customer
5120,Existing Customer
5121,Existing Customer
5122,Existing Customer
5123,Existing Customer
5124,Existing Customer
5125,Existing Customer
5126,Attrited Customer
5127,Existing Customer
5128,Attrited Customer
5129,Existing Customer
5130,Existing Customer
5131,Existing Customer
5132,Existing Customer
5133,Existing Customer
5134,Existing Customer
5135,Existing Customer
5136,Existing Customer
5137,Existing Customer
5138,Existing Customer
5139,Existing Customer
5140,Existing Customer
5141,Attrited Customer
5142,Existing Customer
5143,Existing Customer
5144,Existing Customer
5145,Existing Customer
5146,Existing Customer
5147,Existing Customer
5148,Existing Customer
5149,Existing Customer
5150,Existing Customer
5151,Existing Customer
5152,Existing Customer
5153,Existing Customer
5154,Existing Customer
5155,Existing Customer
5156,Existing Customer
5157,Existing Customer
5158,Existing Customer
5159,Existing Customer
5160,Existing Customer
5161,Existing Customer
5162,Existing Customer
5163,Existing Customer
5164,Existing Customer
5165,Existing Customer
5166,Existing Customer
5167,Attrited Customer
5168,Existing Customer
5169,Existing Customer
5170,Existing Customer
5171,Existing Customer
5172,Existing Customer
5173,Existing Customer
5174,Existing Customer
5175,Attrited Customer
5176,Existing Customer
5177,Existing Customer
5178,Existing Customer
5179,Existing Customer
5180,Existing Customer
5181,Existing Customer
5182,Existing Customer
5183,Existing Customer
5184,Existing Customer
5185,Attrited Customer
5186,Existing Customer
5187,Existing Customer
5188,Existing Customer
5189,Existing Customer
5190,Existing Customer
5191,Existing Customer
5192,Existing Customer
5193,Existing Customer
5194,Existing Customer
5195,Existing Customer
5196,Existing Customer
5197,Existing Customer
5198,Existing Customer
5199,Existing Customer
5200,Existing Customer
5201,Existing Customer
5202,Existing Customer
5203,Existing Customer
5204,Existing Customer
5205,Attrited Customer
5206,Existing Customer
5207,Attrited Customer
5208,Existing Customer
5209,Existing Customer
5210,Attrited Customer
5211,Existing Customer
5212,Existing Customer
5213,Existing Customer
5214,Existing Customer
5215,Existing Customer
5216,Existing Customer
5217,Existing Customer
5218,Existing Customer
5219,Existing Customer
5220,Existing Customer
5221,Existing Customer
5222,Existing Customer
5223,Existing Customer
5224,Attrited Customer
5225,Existing Customer
5226,Existing Customer
5227,Existing Customer
5228,Existing Customer
5229,Existing Customer
5230,Existing Customer
5231,Existing Customer
5232,Existing Customer
5233,Attrited Customer
5234,Existing Customer
5235,Existing Customer
5236,Existing Customer
5237,Existing Customer
5238,Attrited Customer
5239,Existing Customer
5240,Existing Customer
5241,Existing Customer
5242,Attrited Customer
5243,Existing Customer
5244,Existing Customer
5245,Existing Customer
5246,Existing Customer
5247,Existing Customer
5248,Existing Customer
5249,Existing Customer
5250,Attrited Customer
5251,Existing Customer
5252,Existing Customer
5253,Existing Customer
5254,Existing Customer
5255,Existing Customer
5256,Attrited Customer
5257,Existing Customer
5258,Existing Customer
5259,Existing Customer
5260,Existing Customer
5261,Existing Customer
5262,Existing Customer
5263,Attrited Customer
5264,Existing Customer
5265,Existing Customer
5266,Existing Customer
5267,Existing Customer
5268,Existing Customer
5269,Existing Customer
5270,Existing Customer
5271,Existing Customer
5272,Existing Customer
5273,Existing Customer
5274,Existing Customer
5275,Existing Customer
5276,Existing Customer
5277,Existing Customer
5278,Existing Customer
5279,Existing Customer
5280,Existing Customer
5281,Existing Customer
5282,Existing Customer
5283,Existing Customer
5284,Existing Customer
5285,Attrited Customer
5286,Attrited Customer
5287,Existing Customer
5288,Existing Customer
5289,Existing Customer
5290,Existing Customer
5291,Existing Customer
5292,Existing Customer
5293,Existing Customer
5294,Existing Customer
5295,Existing Customer
5296,Existing Customer
5297,Existing Customer
5298,Existing Customer
5299,Existing Customer
5300,Attrited Customer
5301,Existing Customer
5302,Attrited Customer
5303,Existing Customer
5304,Existing Customer
5305,Existing Customer
5306,Existing Customer
5307,Existing Customer
5308,Attrited Customer
5309,Existing Customer
5310,Attrited Customer
5311,Existing Customer
5312,Existing Customer
5313,Existing Customer
5314,Existing Customer
5315,Existing Customer
5316,Existing Customer
5317,Existing Customer
5318,Existing Customer
5319,Existing Customer
5320,Existing Customer
5321,Existing Customer
5322,Existing Customer
5323,Existing Customer
5324,Existing Customer
5325,Existing Customer
5326,Existing Customer
5327,Existing Customer
5328,Existing Customer
5329,Existing Customer
5330,Existing Customer
5331,Attrited Customer
5332,Existing Customer
5333,Existing Customer
5334,Existing Customer
5335,Existing Customer
5336,Attrited Customer
5337,Existing Customer
5338,Existing Customer
5339,Existing Customer
5340,Attrited Customer
5341,Attrited Customer
5342,Existing Customer
5343,Attrited Customer
5344,Existing Customer
5345,Attrited Customer
5346,Existing Customer
5347,Existing Customer
5348,Existing Customer
5349,Existing Customer
5350,Existing Customer
5351,Existing Customer
5352,Existing Customer
5353,Attrited Customer
5354,Existing Customer
5355,Attrited Customer
5356,Existing Customer
5357,Existing Customer
5358,Existing Customer
5359,Existing Customer
5360,Existing Customer
5361,Existing Customer
5362,Existing Customer
5363,Existing Customer
5364,Existing Customer
5365,Existing Customer
5366,Existing Customer
5367,Existing Customer
5368,Existing Customer
5369,Existing Customer
5370,Existing Customer
5371,Existing Customer
5372,Existing Customer
5373,Existing Customer
5374,Existing Customer
5375,Existing Customer
5376,Existing Customer
5377,Existing Customer
5378,Existing Customer
5379,Existing Customer
5380,Attrited Customer
5381,Existing Customer
5382,Attrited Customer
5383,Existing Customer
5384,Existing Customer
5385,Existing Customer
5386,Existing Customer
5387,Existing Customer
5388,Existing Customer
5389,Attrited Customer
5390,Existing Customer
5391,Existing Customer
5392,Attrited Customer
5393,Existing Customer
5394,Existing Customer
5395,Existing Customer
5396,Existing Customer
5397,Existing Customer
5398,Existing Customer
5399,Existing Customer
5400,Existing Customer
5401,Existing Customer
5402,Existing Customer
5403,Attrited Customer
5404,Existing Customer
5405,Existing Customer
5406,Existing Customer
5407,Existing Customer
5408,Existing Customer
5409,Existing Customer
5410,Existing Customer
5411,Existing Customer
5412,Existing Customer
5413,Existing Customer
5414,Attrited Customer
5415,Existing Customer
5416,Attrited Customer
5417,Existing Customer
5418,Existing Customer
5419,Existing Customer
5420,Existing Customer
5421,Existing Customer
5422,Existing Customer
5423,Existing Customer
5424,Existing Customer
5425,Existing Customer
5426,Existing Customer
5427,Existing Customer
5428,Existing Customer
5429,Existing Customer
5430,Existing Customer
5431,Attrited Customer
5432,Existing Customer
5433,Existing Customer
5434,Attrited Customer
5435,Existing Customer
5436,Existing Customer
5437,Existing Customer
5438,Existing Customer
5439,Existing Customer
5440,Existing Customer
5441,Existing Customer
5442,Existing Customer
5443,Existing Customer
5444,Attrited Customer
5445,Existing Customer
5446,Existing Customer
5447,Existing Customer
5448,Existing Customer
5449,Existing Customer
5450,Existing Customer
5451,Existing Customer
5452,Existing Customer
5453,Existing Customer
5454,Existing Customer
5455,Existing Customer
5456,Existing Customer
5457,Attrited Customer
5458,Existing Customer
5459,Existing Customer
5460,Existing Customer
5461,Existing Customer
5462,Existing Customer
5463,Attrited Customer
5464,Existing Customer
5465,Attrited Customer
5466,Existing Customer
5467,Existing Customer
5468,Attrited Customer
5469,Existing Customer
5470,Attrited Customer
5471,Attrited Customer
5472,Existing Customer
5473,Existing Customer
5474,Existing Customer
5475,Existing Customer
5476,Existing Customer
5477,Existing Customer
5478,Existing Customer
5479,Existing Customer
5480,Existing Customer
5481,Existing Customer
5482,Existing Customer
5483,Existing Customer
5484,Existing Customer
5485,Existing Customer
5486,Existing Customer
5487,Existing Customer
5488,Existing Customer
5489,Attrited Customer
5490,Existing Customer
5491,Existing Customer
5492,Existing Customer
5493,Existing Customer
5494,Existing Customer
5495,Existing Customer
5496,Existing Customer
5497,Existing Customer
5498,Existing Customer
5499,Existing Customer
5500,Attrited Customer
5501,Attrited Customer
5502,Existing Customer
5503,Existing Customer
5504,Existing Customer
5505,Existing Customer
5506,Existing Customer
5507,Existing Customer
5508,Existing Customer
5509,Existing Customer
5510,Existing Customer
5511,Attrited Customer
5512,Existing Customer
5513,Existing Customer
5514,Existing Customer
5515,Attrited Customer
5516,Attrited Customer
5517,Existing Customer
5518,Existing Customer
5519,Existing Customer
5520,Existing Customer
5521,Existing Customer
5522,Existing Customer
5523,Existing Customer
5524,Existing Customer
5525,Existing Customer
5526,Existing Customer
5527,Attrited Customer
5528,Attrited Customer
5529,Existing Customer
5530,Existing Customer
5531,Existing Customer
5532,Existing Customer
5533,Attrited Customer
5534,Existing Customer
5535,Attrited Customer
5536,Existing Customer
5537,Existing Customer
5538,Existing Customer
5539,Existing Customer
5540,Existing Customer
5541,Existing Customer
5542,Attrited Customer
5543,Existing Customer
5544,Existing Customer
5545,Existing Customer
5546,Existing Customer
5547,Existing Customer
5548,Existing Customer
5549,Attrited Customer
5550,Existing Customer
5551,Existing Customer
5552,Existing Customer
5553,Existing Customer
5554,Existing Customer
5555,Existing Customer
5556,Attrited Customer
5557,Attrited Customer
5558,Attrited Customer
5559,Existing Customer
5560,Attrited Customer
5561,Existing Customer
5562,Existing Customer
5563,Existing Customer
5564,Existing Customer
5565,Existing Customer
5566,Existing Customer
5567,Existing Customer
5568,Existing Customer
5569,Existing Customer
5570,Existing Customer
5571,Existing Customer
5572,Existing Customer
5573,Existing Customer
5574,Existing Customer
5575,Existing Customer
5576,Existing Customer
5577,Attrited Customer
5578,Existing Customer
5579,Existing Customer
5580,Existing Customer
5581,Existing Customer
5582,Existing Customer
5583,Existing Customer
5584,Existing Customer
5585,Existing Customer
5586,Existing Customer
5587,Existing Customer
5588,Existing Customer
5589,Existing Customer
5590,Existing Customer
5591,Existing Customer
5592,Existing Customer
5593,Existing Customer
5594,Existing Customer
5595,Existing Customer
5596,Existing Customer
5597,Existing Customer
5598,Attrited Customer
5599,Existing Customer
5600,Existing Customer
5601,Existing Customer
5602,Existing Customer
5603,Existing Customer
