,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
6585,2,3,2,0,0.5773849917913225,1988,36,0.7908297028242183,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6586,2,2,3,0,0.5741974186394537,1860,37,0.7733245643417767,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6587,2,3,3,0,0.7954714234744855,2463,40,0.4999269845535873,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6588,4,2,5,84,0.8898861037757894,8594,90,0.835414577831842,0.02022779244842128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6589,5,3,3,0,0.7363059616195214,8038,78,0.95615533242575,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6590,4,3,3,2511,0.4927539743813863,2139,51,0.6340533055506996,0.4643088259632121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6591,2,3,1,0,0.3291155638780759,1596,31,0.8217470976988362,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6592,2,3,1,1115,1.0371561276491421,5120,62,0.6909861982929311,0.08755139001180515,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6593,2,2,2,2167,1.0287831741004412,4734,49,0.6443009553973535,0.1791268046103845,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6594,2,1,1,0,1.036016379629402,4785,53,0.42706163268249797,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6595,2,2,2,941,0.9086683903054822,3204,56,0.6038395011190497,0.28188979015627563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6596,2,2,2,0,0.8390540552521785,2570,51,0.6845638352941656,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6597,3,3,2,0,0.6213697155409499,2321,47,0.430347831981998,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6598,5,2,3,1307,0.7085376466881244,6409,69,0.9439285644260534,0.0899830810482758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6599,4,2,4,0,0.4477558876460995,1949,36,0.4702117784206759,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6600,2,2,3,0,0.4754772699921289,2355,46,0.615970651200496,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6601,4,3,2,849,0.6062009635032147,2183,43,0.6126124907719921,0.46314984592517494,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6602,4,2,1,576,0.7933349810628699,2527,47,0.5847691804862576,0.3860384154457361,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6603,4,2,2,0,0.44882899150128747,2101,37,0.4504810746382922,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6604,4,2,3,2517,0.6478878998459139,1584,39,0.5046184842744487,0.38737593241487156,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6605,5,2,2,2020,0.8009719289569301,4543,57,0.6152750759992519,0.24374079211419264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6606,4,2,2,476,0.5557527428124706,2317,41,0.6084119136003008,0.32035760248763273,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6607,3,3,4,0,0.6413192147639849,1930,37,0.4902980009342962,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6608,3,3,3,395,1.0204036001511239,2790,48,0.47958485738814505,0.22658204374849264,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6609,3,2,3,0,0.7741964899562904,2877,45,0.3710351004370955,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6610,1,2,3,0,0.4247850518152816,2003,36,0.3395309919718153,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6611,3,2,4,0,0.5354850613909229,1730,32,0.2784158811859442,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6612,4,3,2,459,0.6686020433703315,2059,45,0.46600411350301885,0.2309236994764814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6613,4,2,2,2164,0.9222492206782912,4643,53,0.6065930586222923,0.4984322585208903,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6614,1,2,3,0,0.7207849804916326,2713,52,0.7679687255454513,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6615,2,3,4,2517,0.6883488375887009,3275,46,0.9474967724392367,0.6905064632785974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6616,3,2,5,2517,0.5351552631879963,1774,44,0.4603866228496615,0.6944524397039571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6617,4,1,4,0,0.5827381959902272,2234,46,0.5677284158594424,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6618,3,3,2,0,1.041550013192538,4838,63,0.5047790340367476,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6619,1,2,2,477,0.4628236549621614,1370,33,0.18511656466663154,0.07755244500971487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6620,2,1,3,2517,0.9738667312067693,8125,67,0.8758370083525469,0.48578043811937066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6621,5,2,3,5,0.3358379364023445,716,17,0.2874064031452007,0.003840562434971051,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6622,4,3,2,0,0.662782752740677,2194,35,0.6505348944380619,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6623,3,2,3,906,0.35138958906248274,1638,34,0.14998540769716706,0.23185649090753374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6624,3,2,2,2235,0.6271768291163267,2031,48,0.5824578324991375,0.6419710869980452,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6625,2,3,3,0,0.740717117690528,773,23,0.5498240484667231,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6626,1,4,3,387,0.7247061968204199,2486,44,0.5884998762975006,0.17580783504134564,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6627,2,3,3,0,0.5810838236602263,2466,33,0.6700862874469153,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6628,3,2,3,2343,0.8118302911897243,8206,74,0.9598371538474745,0.23997903061065295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6629,4,2,3,335,0.8642280721423514,8636,69,0.7927714679887617,0.08045798376025015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6630,1,2,2,2048,0.9803059548309079,8692,72,0.9001284626055842,0.13693543088202895,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6631,2,3,2,1432,0.4399461839479197,2283,39,0.524047411763333,0.7780414377649358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6632,1,3,3,70,0.5817057380141784,4970,63,0.7624363473009976,0.003967995092482064,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6633,4,1,2,2015,0.5203909575486603,2181,39,0.7839115887566992,0.8597822027073343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6634,4,2,1,0,0.6271183641537678,1855,42,0.5446585995098123,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6635,3,3,3,0,0.49487840594127663,2136,40,0.3479192863868723,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6636,2,3,4,2086,0.3201615945040061,942,25,0.27133627491718476,0.3997303643739475,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6637,2,3,2,942,0.8087776502785667,916,20,0.5462234059097021,0.39608865560721507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6638,1,2,4,0,0.5814776726833248,1776,40,0.5139324178105046,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6639,2,0,3,2517,0.5787604316122866,1467,32,0.5380193644472749,0.5385769184960869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6640,4,3,2,1480,0.944529700886529,9237,84,1.070018481091958,0.33920482602371066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6641,3,2,4,0,0.6294742649800285,1954,44,0.44321131133160513,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6642,4,3,2,651,0.7084385569886749,2431,43,0.4255010209985791,0.35404005445325754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6643,5,2,1,2511,0.656354419009923,2309,42,0.5324225182110026,0.7086518360486889,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6644,5,2,1,2509,0.6692616637190729,2329,44,0.5349853181621255,0.7452401281313287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6645,3,3,5,1910,0.9390211069455547,2679,50,0.6435473472989509,0.8737742054722553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6646,1,2,2,0,0.7986812555422068,9181,50,1.0777284991937757,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6647,3,3,2,1802,0.4437358818788824,1586,35,0.2299599981838875,0.13834705889029827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6648,2,2,1,2517,0.8768463605377919,2644,49,0.70587905946663,0.5043954368305238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6649,5,2,2,0,0.4950134204360662,1983,33,0.28667977094974206,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6650,3,2,2,0,1.0518946463546792,4834,59,0.4706558028923432,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6651,4,2,3,2007,0.7555570931955408,2689,40,0.47372080133568256,0.5150705332409448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6652,5,2,4,64,0.8446188107738593,7511,70,0.6323637507817076,0.017384620049706007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6653,1,3,3,0,0.7736528695638653,2219,43,0.5959493779403072,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6654,5,5,3,1153,0.5589125143121085,2166,44,0.5946500572484338,0.49738906592795623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6655,4,3,3,28,0.8324963763378871,2477,44,0.3400526458335475,0.011634486429818819,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
6656,1,3,2,1526,0.5348021181068586,2098,49,0.6334047731459153,0.7631180659321095,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6657,3,2,3,0,0.612579463050134,2135,42,0.5182461716705272,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6658,3,3,2,0,0.4958823033319031,2204,41,0.5296880722910309,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6659,4,3,2,0,0.6735040985520001,1429,33,0.43710351025227834,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6660,3,4,4,0,0.6840828595262802,2598,37,0.4321387883843625,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6661,4,2,2,0,1.0488747065884318,4855,63,0.5312043711651756,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6662,1,3,2,0,0.6082802535214641,2132,41,0.37675459343286216,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6663,2,2,3,2251,0.34823343049800937,1888,37,0.23771932444772326,0.3671424578895246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6664,4,2,2,612,0.8561375973876599,2330,31,0.5465609000829771,0.3684018956666047,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6665,3,2,3,0,0.5568298482922618,944,20,0.10190811489746932,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6666,6,2,2,2517,0.7784300042553114,1431,41,0.5297479232485793,0.6058863454073619,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6667,2,3,2,0,0.5471321166530863,1718,37,0.9138511178968017,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6668,1,3,1,0,0.907297079618638,8199,59,0.9011442901932045,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6669,3,2,3,509,0.7998592037661644,2353,39,0.31804327908945135,0.04221731163578055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6670,5,3,3,0,0.42456761782513985,1334,36,0.5056402168402423,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6671,4,3,3,0,0.6524556177086313,2865,48,0.730297588778264,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6672,2,2,4,2517,0.5118630572869571,1822,48,0.5620071867127362,0.5184625019895365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6673,3,3,2,0,0.6961908291117255,2315,43,0.5497730956603735,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6674,3,2,3,2517,0.6808364570683733,1664,43,0.4873777752777092,0.5211100283574953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6675,3,2,3,0,0.7636627460183908,2226,43,0.6254699122659281,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6676,3,2,2,0,0.9957254310421239,9534,66,0.8460541637871435,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6677,5,1,2,1044,0.8231270138483355,2811,43,0.46597431710742193,0.25547046355774433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6678,4,3,3,2212,0.9728108699662692,8615,63,0.758237290333265,0.06497976581056455,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6679,4,2,2,0,0.6958188353410478,2885,48,0.6405392183210658,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6680,4,3,3,1741,0.7634732688697999,2166,45,0.7554949954047316,0.7276136372699271,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6681,4,3,3,0,0.8668956618656871,2594,44,0.5298022756357754,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6682,2,4,2,0,0.852401355347699,760,17,0.21490595249987998,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6683,4,2,3,2459,0.7863034324888001,2444,44,0.44671140733237974,0.8560458466765801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6684,1,2,2,2095,0.6762557465082014,2237,38,0.3673197829169922,0.695845429358091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6685,4,3,1,0,0.989944575319744,8414,67,0.7897982155376732,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6686,1,2,2,0,0.5861829132172678,2116,35,0.5063375103272968,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6687,2,5,2,0,0.8622384012124965,2592,47,0.6513380700542689,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6688,2,3,5,0,0.6981154010828681,3559,49,0.7581223588167624,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6689,3,3,3,2334,0.3056016589252577,1749,32,0.4803428196098357,0.9187266938782858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6690,2,2,3,0,0.7128714468189445,708,18,0.6140901679401753,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6691,5,2,4,1902,0.8144010112164743,2449,43,0.53312285115145,0.5062238007044197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6692,5,1,2,105,1.018634523304861,4765,60,0.5788098421347052,0.005880647607528803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6693,1,3,2,0,0.5984012541962128,1867,39,0.42271017273624595,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6694,1,2,3,0,0.9409467195356346,8082,73,0.7366762076061599,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6695,4,2,3,0,0.97341792174252,2508,39,0.405098658563224,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6696,2,2,2,0,0.666353491065657,2310,35,0.3387941159917695,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6697,2,3,2,0,0.6094776848074315,5113,62,0.7826340164734176,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6698,1,2,3,0,0.5499835047641533,1866,37,0.6592802118337322,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6699,2,2,3,2517,0.5041643918112775,1696,36,0.4679830802656197,0.14032179768866643,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6700,3,2,3,0,0.556130976058356,2283,35,0.32982707870104877,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6701,1,3,4,0,0.5533590938774862,1648,24,0.3165890565285186,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6702,1,3,3,2426,0.7722458357944598,1085,36,0.6172131624677827,0.07103278974806697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6703,4,2,3,0,0.2719652877361068,1673,38,0.6297073475125701,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6704,3,2,3,1202,0.4664123459793377,2250,37,0.42929743527368325,0.2957669147214832,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6705,1,3,2,1780,0.7561191980593613,2201,46,0.5941258016924782,0.5344437265485391,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6706,5,2,2,0,0.6883456268922162,2313,43,0.4370284844447939,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6707,4,3,4,937,0.440933207990743,1703,37,0.5086580333526421,0.12264484676315443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6708,2,3,3,0,0.5666523244571746,739,19,0.3896972690398094,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6709,2,3,2,0,0.2312671820548733,1686,34,0.21873475334433803,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6710,5,3,3,344,0.7744455706425111,2479,44,0.4941626824759675,0.2058668961560266,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6711,2,2,1,0,0.29683981977222257,1762,33,0.2619536855094925,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6712,5,2,1,2517,0.6514412128611131,2306,43,0.5282142901975924,0.7078323575817047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6713,3,2,2,319,0.780976083022873,2505,43,0.5342698774227786,0.055386230664934616,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6714,3,3,3,0,0.7084673010773856,1311,30,0.40392688413984235,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6715,2,2,3,342,1.0215320620466795,1192,28,0.33167789038214973,0.03618469906899235,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6716,3,2,4,0,0.7095994372235821,2638,58,0.646639292509646,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6717,4,3,2,0,0.7091270336515665,2881,44,0.4812908587807824,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6718,2,3,3,2517,0.49174091377135687,1743,35,0.47656761122330094,0.1273702299935894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6719,3,3,3,0,0.7145031815257891,2227,43,0.577503181525789,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6720,2,4,3,0,0.7058579697782803,2864,40,0.5932610253086457,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6721,1,1,5,2517,0.6239280157982312,2294,46,0.5916306384416803,0.45700758615754544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6722,5,2,4,1580,0.6632891395033654,2443,43,0.67359487537998,0.4213086500375205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6723,3,3,2,741,0.8927681769893876,2991,46,0.651742756689392,0.26707336728285924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6724,5,3,4,1656,0.542277068582693,2231,48,0.6119054004737094,0.7075017362020756,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6725,5,3,2,344,0.7339146007158922,2526,43,0.49403990061197234,0.18063049809480303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6726,2,2,4,0,0.49068882223993826,2061,44,0.4951450646290756,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6727,1,2,2,61,0.7979344540496149,7641,72,0.7935150563016822,0.012387194852417627,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6728,3,2,1,585,0.8038940296070716,2733,44,0.4121059703929284,0.2721908235872805,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6729,3,1,3,2517,0.661870855181579,1793,35,0.3643340282919556,0.24698993630630317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6730,4,2,2,2517,0.6454257337454171,2631,42,0.5205693003090629,0.41810714962983264,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6731,2,2,3,0,0.564502574526651,730,16,0.21718595650286662,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6732,2,3,3,0,0.47945479218923454,1513,39,0.5531115438472561,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6733,4,2,3,0,0.7161748642282839,2757,56,0.6633105024155427,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6734,5,3,3,0,0.5864638780922686,2273,44,0.5890484981159688,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6735,2,2,2,0,0.4164646052275498,1849,38,0.4148667462209565,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6736,2,3,3,0,0.8231853547281185,8313,63,0.6592471396374914,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6737,6,3,3,2484,0.5617521488619127,1995,34,0.46051572685904096,0.427743553414262,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6738,5,4,3,0,0.7793316593297914,2579,47,0.6074731330149952,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6739,2,3,2,1775,0.729533598262163,2625,47,0.5257993737937874,0.5045252890011221,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6740,1,2,2,0,1.02808966589744,5015,62,0.4585665171991865,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6741,2,2,3,0,0.8041570711174338,2899,48,0.3814991007782529,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
